StudyHours,Attendance,AssignmentCompletion,MidtermScore,FinalScore,Extracurricular,Internet,Gender,Age,StressLevel,IncomeLevel,ParentEducation,Participation,SleepHours,Department,Quizzes_Avg,Projects_Score,Total_Score,FinalGrade,at_risk,source
28.0,89.0,80.0,96.93,95.81,1,1,0,23,2,0,2,,,,,,,3,0,dataset3
28.0,89.0,79.0,87.31,89.15,1,1,0,25,0,0,2,,,,,,,3,0,dataset3
28.0,89.0,74.0,43.52,45.05,1,1,0,24,2,0,2,,,,,,,0,1,dataset3
28.0,89.0,91.0,89.45,88.6,1,1,0,21,0,0,2,,,,,,,3,0,dataset3
12.0,88.0,87.0,54.24,57.91,0,1,1,22,2,1,0,,,,,,,1,1,dataset3
12.0,88.0,63.0,94.56,98.47,0,1,1,22,2,1,0,,,,,,,3,0,dataset3
12.0,88.0,86.0,78.34,74.17,0,1,1,20,1,1,0,,,,,,,2,0,dataset3
12.0,88.0,87.0,54.98,56.62,0,1,1,22,2,1,1,,,,,,,1,1,dataset3
12.0,88.0,63.0,93.49,93.66,0,1,1,22,2,1,1,,,,,,,3,0,dataset3
12.0,88.0,86.0,75.32,74.16,0,1,1,20,1,1,1,,,,,,,2,0,dataset3
12.0,88.0,87.0,56.1,53.64,1,1,1,22,2,1,2,,,,,,,1,1,dataset3
12.0,88.0,63.0,93.46,94.62,1,1,1,22,2,1,2,,,,,,,3,0,dataset3
12.0,88.0,86.0,79.11,78.92,1,1,1,20,1,1,2,,,,,,,2,0,dataset3
12.0,88.0,87.0,54.97,56.26,1,1,1,22,2,1,1,,,,,,,1,1,dataset3
12.0,88.0,63.0,95.88,98.89,1,1,1,22,2,1,1,,,,,,,3,0,dataset3
12.0,88.0,86.0,77.55,78.27,1,1,1,20,1,1,1,,,,,,,2,0,dataset3
12.0,88.0,87.0,56.95,54.51,0,0,1,22,2,1,0,,,,,,,1,1,dataset3
12.0,88.0,63.0,95.09,97.19,0,0,1,22,2,1,0,,,,,,,3,0,dataset3
12.0,88.0,86.0,78.07,80.0,0,0,1,20,1,1,0,,,,,,,2,0,dataset3
24.0,73.0,61.0,59.39,60.26,1,1,1,28,2,2,1,,,,,,,1,1,dataset3
24.0,73.0,61.0,57.6,60.57,1,1,1,28,2,1,2,,,,,,,1,1,dataset3
24.0,73.0,61.0,61.27,61.63,1,1,1,28,2,0,1,,,,,,,1,1,dataset3
24.0,73.0,61.0,60.78,56.68,1,1,1,28,2,1,0,,,,,,,1,1,dataset3
14.0,98.0,60.0,73.95,74.23,0,1,0,25,0,1,1,,,,,,,2,0,dataset3
14.0,98.0,74.0,67.1,67.1,0,1,0,26,2,1,1,,,,,,,1,1,dataset3
14.0,98.0,68.0,67.2,67.73,0,1,0,20,1,1,1,,,,,,,1,1,dataset3
14.0,98.0,72.0,92.25,89.27,0,1,0,23,0,1,1,,,,,,,3,0,dataset3
14.0,98.0,60.0,75.02,73.02,1,1,0,25,0,1,0,,,,,,,2,0,dataset3
14.0,98.0,74.0,66.18,66.08,1,1,0,26,2,1,0,,,,,,,1,1,dataset3
14.0,98.0,68.0,66.08,63.48,1,1,0,20,1,1,0,,,,,,,1,1,dataset3
14.0,98.0,72.0,91.71,91.6,1,1,0,23,0,1,0,,,,,,,3,0,dataset3
21.0,78.0,95.0,91.52,88.55,1,1,1,27,2,1,1,,,,,,,3,0,dataset3
21.0,78.0,95.0,87.95,89.0,0,1,1,27,2,0,1,,,,,,,3,0,dataset3
21.0,78.0,95.0,92.29,89.65,0,1,1,27,2,1,0,,,,,,,3,0,dataset3
21.0,78.0,95.0,92.23,90.18,0,1,1,27,2,1,1,,,,,,,3,0,dataset3
21.0,78.0,95.0,87.18,89.7,1,1,1,27,2,1,1,,,,,,,3,0,dataset3
21.0,78.0,95.0,91.95,89.96,1,1,1,27,2,0,1,,,,,,,3,0,dataset3
21.0,78.0,95.0,87.77,88.79,0,1,1,27,2,2,1,,,,,,,3,0,dataset3
17.0,94.0,73.0,58.01,56.95,1,1,0,19,2,1,0,,,,,,,1,1,dataset3
17.0,94.0,63.0,88.46,84.28,1,1,0,26,0,1,0,,,,,,,3,0,dataset3
17.0,94.0,57.0,47.96,48.18,1,1,0,29,1,1,0,,,,,,,0,1,dataset3
17.0,94.0,73.0,60.91,59.49,1,1,0,19,2,1,1,,,,,,,1,1,dataset3
17.0,94.0,63.0,88.99,88.72,1,1,0,26,0,1,1,,,,,,,3,0,dataset3
17.0,94.0,57.0,50.04,48.02,1,1,0,29,1,1,1,,,,,,,0,1,dataset3
20.0,77.0,76.0,56.04,56.65,0,1,0,19,1,1,0,,,,,,,1,1,dataset3
20.0,77.0,53.0,67.72,70.5,0,1,0,29,2,1,0,,,,,,,1,1,dataset3
20.0,77.0,76.0,59.7,57.83,0,1,0,19,1,1,0,,,,,,,1,1,dataset3
20.0,77.0,53.0,71.89,71.71,0,1,0,29,2,1,0,,,,,,,1,1,dataset3
20.0,77.0,76.0,59.79,60.29,1,0,0,19,1,0,1,,,,,,,1,1,dataset3
20.0,77.0,53.0,67.56,67.96,1,0,0,29,2,0,1,,,,,,,1,1,dataset3
20.0,77.0,76.0,59.8,57.74,0,1,0,19,1,0,0,,,,,,,1,1,dataset3
20.0,77.0,53.0,69.24,69.14,0,1,0,29,2,0,0,,,,,,,1,1,dataset3
20.0,77.0,76.0,60.68,56.47,0,1,0,19,1,1,0,,,,,,,1,1,dataset3
20.0,77.0,53.0,66.64,66.71,0,1,0,29,2,1,0,,,,,,,1,1,dataset3
14.0,66.0,62.0,83.57,80.06,0,1,1,21,2,0,1,,,,,,,2,0,dataset3
14.0,66.0,74.0,83.25,84.65,0,1,1,28,2,0,1,,,,,,,2,0,dataset3
14.0,66.0,62.0,84.78,82.08,1,1,1,21,2,1,0,,,,,,,2,0,dataset3
14.0,66.0,74.0,82.05,80.06,1,1,1,28,2,1,0,,,,,,,2,0,dataset3
14.0,66.0,62.0,82.8,83.04,1,1,1,21,2,1,1,,,,,,,2,0,dataset3
14.0,66.0,74.0,85.59,82.54,1,1,1,28,2,1,1,,,,,,,2,0,dataset3
14.0,66.0,62.0,79.62,82.07,1,1,1,21,2,1,0,,,,,,,2,0,dataset3
14.0,66.0,74.0,85.62,81.28,1,1,1,28,2,1,0,,,,,,,2,0,dataset3
23.0,77.0,59.0,47.13,46.31,1,1,1,27,2,1,1,,,,,,,0,1,dataset3
23.0,77.0,92.0,59.41,64.87,1,1,1,19,2,1,1,,,,,,,1,1,dataset3
23.0,77.0,59.0,44.81,43.44,1,1,1,27,2,2,1,,,,,,,0,1,dataset3
23.0,77.0,92.0,63.25,60.7,1,1,1,19,2,2,1,,,,,,,1,1,dataset3
23.0,77.0,59.0,43.4,44.46,1,1,1,27,2,1,1,,,,,,,0,1,dataset3
23.0,77.0,92.0,62.49,60.49,1,1,1,19,2,1,1,,,,,,,1,1,dataset3
23.0,77.0,59.0,45.08,45.27,0,1,1,27,2,1,0,,,,,,,0,1,dataset3
23.0,77.0,92.0,62.73,63.91,0,1,1,19,2,1,0,,,,,,,1,1,dataset3
23.0,77.0,59.0,43.27,48.48,0,1,1,27,2,2,0,,,,,,,0,1,dataset3
23.0,77.0,92.0,64.23,60.21,0,1,1,19,2,2,0,,,,,,,1,1,dataset3
23.0,77.0,59.0,48.84,46.26,1,1,1,27,2,2,1,,,,,,,0,1,dataset3
23.0,77.0,92.0,64.81,62.82,1,1,1,19,2,2,1,,,,,,,1,1,dataset3
23.0,77.0,59.0,47.5,46.13,0,1,1,27,2,0,1,,,,,,,0,1,dataset3
23.0,77.0,92.0,59.78,61.6,0,1,1,19,2,0,1,,,,,,,1,1,dataset3
14.0,81.0,91.0,50.55,47.15,0,1,0,23,2,1,1,,,,,,,0,1,dataset3
14.0,81.0,91.0,46.15,48.93,1,0,0,23,2,2,0,,,,,,,0,1,dataset3
14.0,81.0,91.0,46.13,48.41,0,1,0,23,2,1,0,,,,,,,0,1,dataset3
14.0,81.0,91.0,47.94,50.77,0,1,0,23,2,1,0,,,,,,,0,1,dataset3
14.0,81.0,91.0,48.93,50.58,0,0,0,23,2,1,1,,,,,,,0,1,dataset3
14.0,81.0,91.0,50.62,46.8,0,1,0,23,2,1,1,,,,,,,0,1,dataset3
14.0,81.0,91.0,50.1,46.53,0,1,0,23,2,2,1,,,,,,,0,1,dataset3
29.0,61.0,93.0,85.68,88.45,1,1,0,29,1,2,0,,,,,,,3,0,dataset3
29.0,61.0,96.0,69.64,71.21,1,1,0,21,2,2,0,,,,,,,2,0,dataset3
29.0,61.0,88.0,86.98,86.15,1,1,0,28,0,2,0,,,,,,,2,0,dataset3
15.0,78.0,89.0,85.56,83.35,0,1,1,22,2,2,0,,,,,,,3,0,dataset3
15.0,78.0,89.0,85.71,86.16,0,0,1,22,2,2,1,,,,,,,3,0,dataset3
15.0,78.0,89.0,83.98,86.24,1,1,1,22,2,2,2,,,,,,,3,0,dataset3
15.0,78.0,89.0,87.77,88.16,1,1,1,22,2,2,0,,,,,,,3,0,dataset3
15.0,78.0,89.0,87.16,83.59,1,1,1,22,2,1,1,,,,,,,3,0,dataset3
15.0,78.0,89.0,84.32,84.44,1,1,1,22,2,1,2,,,,,,,3,0,dataset3
15.0,78.0,89.0,83.49,85.44,0,1,1,22,2,1,1,,,,,,,3,0,dataset3
15.0,78.0,89.0,87.08,88.2,1,1,1,22,2,0,0,,,,,,,3,0,dataset3
15.0,78.0,89.0,86.93,88.63,0,1,1,22,2,2,2,,,,,,,3,0,dataset3
15.0,78.0,89.0,84.64,88.96,0,1,1,22,2,2,1,,,,,,,3,0,dataset3
18.0,91.0,92.0,73.71,73.76,1,1,0,26,2,1,1,,,,,,,2,0,dataset3
18.0,91.0,69.0,97.91,97.04,1,1,0,27,2,1,1,,,,,,,3,0,dataset3
18.0,91.0,93.0,81.59,79.29,1,1,0,22,0,1,1,,,,,,,2,0,dataset3
18.0,91.0,58.0,81.66,76.89,1,1,0,20,0,1,1,,,,,,,2,0,dataset3
18.0,91.0,92.0,70.52,70.09,0,1,0,26,2,1,1,,,,,,,2,0,dataset3
18.0,91.0,69.0,100.0,100.0,0,1,0,27,2,1,1,,,,,,,3,0,dataset3
18.0,91.0,93.0,81.39,84.36,0,1,0,22,0,1,1,,,,,,,2,0,dataset3
18.0,91.0,58.0,77.65,77.12,0,1,0,20,0,1,1,,,,,,,2,0,dataset3
18.0,91.0,92.0,73.9,71.72,0,1,0,26,2,1,1,,,,,,,2,0,dataset3
18.0,91.0,69.0,99.46,100.0,0,1,0,27,2,1,1,,,,,,,3,0,dataset3
18.0,91.0,93.0,84.36,81.78,0,1,0,22,0,1,1,,,,,,,2,0,dataset3
18.0,91.0,58.0,77.38,76.62,0,1,0,20,0,1,1,,,,,,,2,0,dataset3
25.0,87.0,62.0,70.28,71.75,0,1,1,26,1,0,2,,,,,,,2,0,dataset3
25.0,87.0,62.0,47.19,49.25,0,1,1,21,0,0,2,,,,,,,0,1,dataset3
25.0,87.0,94.0,82.91,82.47,0,1,1,19,2,0,2,,,,,,,2,0,dataset3
25.0,87.0,62.0,71.21,71.63,1,1,1,26,1,0,0,,,,,,,2,0,dataset3
25.0,87.0,62.0,52.19,47.1,1,1,1,21,0,0,0,,,,,,,0,1,dataset3
25.0,87.0,94.0,81.84,84.96,1,1,1,19,2,0,0,,,,,,,2,0,dataset3
25.0,87.0,62.0,74.81,72.26,0,1,1,26,1,2,0,,,,,,,2,0,dataset3
25.0,87.0,62.0,48.11,49.84,0,1,1,21,0,2,0,,,,,,,0,1,dataset3
25.0,87.0,94.0,84.21,84.73,0,1,1,19,2,2,0,,,,,,,2,0,dataset3
25.0,87.0,62.0,73.66,69.94,0,1,1,26,1,1,1,,,,,,,2,0,dataset3
25.0,87.0,62.0,51.63,48.14,0,1,1,21,0,1,1,,,,,,,0,1,dataset3
25.0,87.0,94.0,84.07,83.85,0,1,1,19,2,1,1,,,,,,,2,0,dataset3
25.0,87.0,62.0,73.57,70.56,0,1,1,26,1,0,0,,,,,,,2,0,dataset3
25.0,87.0,62.0,50.76,51.8,0,1,1,21,0,0,0,,,,,,,0,1,dataset3
25.0,87.0,94.0,79.79,80.63,0,1,1,19,2,0,0,,,,,,,2,0,dataset3
25.0,87.0,62.0,69.2,69.2,1,1,1,26,1,1,1,,,,,,,2,0,dataset3
25.0,87.0,62.0,52.53,50.1,1,1,1,21,0,1,1,,,,,,,0,1,dataset3
25.0,87.0,94.0,82.7,80.18,1,1,1,19,2,1,1,,,,,,,2,0,dataset3
25.0,87.0,62.0,73.78,73.55,1,0,1,26,1,1,1,,,,,,,2,0,dataset3
25.0,87.0,62.0,49.89,50.85,1,0,1,21,0,1,1,,,,,,,0,1,dataset3
25.0,87.0,94.0,79.7,84.54,1,0,1,19,2,1,1,,,,,,,2,0,dataset3
25.0,87.0,62.0,69.75,73.7,1,1,1,26,1,2,0,,,,,,,2,0,dataset3
25.0,87.0,62.0,51.11,48.08,1,1,1,21,0,2,0,,,,,,,0,1,dataset3
25.0,87.0,94.0,81.58,83.8,1,1,1,19,2,2,0,,,,,,,2,0,dataset3
25.0,87.0,62.0,70.2,72.85,0,1,1,26,1,1,2,,,,,,,2,0,dataset3
25.0,87.0,62.0,49.95,51.01,0,1,1,21,0,1,2,,,,,,,0,1,dataset3
25.0,87.0,94.0,79.39,83.99,0,1,1,19,2,1,2,,,,,,,2,0,dataset3
13.0,85.0,97.0,50.49,50.44,0,1,1,18,1,1,1,,,,,,,0,1,dataset3
13.0,85.0,79.0,66.61,67.8,0,1,1,27,2,1,1,,,,,,,1,1,dataset3
13.0,85.0,98.0,41.79,40.82,0,1,1,22,2,1,1,,,,,,,0,1,dataset3
13.0,85.0,81.0,65.86,65.79,0,1,1,28,2,1,1,,,,,,,1,1,dataset3
13.0,85.0,72.0,98.73,97.1,0,1,1,20,2,1,1,,,,,,,3,0,dataset3
13.0,85.0,97.0,47.07,50.7,0,1,1,18,1,1,0,,,,,,,0,1,dataset3
13.0,85.0,79.0,65.43,66.4,0,1,1,27,2,1,0,,,,,,,1,1,dataset3
13.0,85.0,98.0,40.0,40.0,0,1,1,22,2,1,0,,,,,,,0,1,dataset3
13.0,85.0,81.0,66.88,64.0,0,1,1,28,2,1,0,,,,,,,1,1,dataset3
13.0,85.0,72.0,99.6,99.65,0,1,1,20,2,1,0,,,,,,,3,0,dataset3
13.0,85.0,97.0,48.75,49.17,1,1,1,18,1,2,2,,,,,,,0,1,dataset3
13.0,85.0,79.0,69.17,69.51,1,1,1,27,2,2,2,,,,,,,1,1,dataset3
13.0,85.0,98.0,42.16,40.0,1,1,1,22,2,2,2,,,,,,,0,1,dataset3
13.0,85.0,81.0,68.68,66.92,1,1,1,28,2,2,2,,,,,,,1,1,dataset3
13.0,85.0,72.0,96.24,98.44,1,1,1,20,2,2,2,,,,,,,3,0,dataset3
21.0,96.0,81.0,62.88,63.9,0,1,1,21,0,1,2,,,,,,,1,1,dataset3
21.0,96.0,55.0,62.63,64.14,0,1,1,21,1,1,2,,,,,,,1,1,dataset3
21.0,96.0,81.0,61.45,65.78,1,1,1,21,0,2,1,,,,,,,1,1,dataset3
21.0,96.0,55.0,67.92,67.62,1,1,1,21,1,2,1,,,,,,,1,1,dataset3
21.0,96.0,81.0,60.85,65.09,1,1,1,21,0,2,0,,,,,,,1,1,dataset3
21.0,96.0,55.0,64.99,67.52,1,1,1,21,1,2,0,,,,,,,1,1,dataset3
21.0,96.0,81.0,63.71,62.69,0,1,1,21,0,0,0,,,,,,,1,1,dataset3
21.0,96.0,55.0,66.21,65.22,0,1,1,21,1,0,0,,,,,,,1,1,dataset3
21.0,96.0,81.0,63.36,64.45,1,1,1,21,0,1,1,,,,,,,1,1,dataset3
21.0,96.0,55.0,62.06,66.18,1,1,1,21,1,1,1,,,,,,,1,1,dataset3
21.0,96.0,81.0,61.96,65.34,1,1,1,21,0,1,1,,,,,,,1,1,dataset3
21.0,96.0,55.0,65.11,66.3,1,1,1,21,1,1,1,,,,,,,1,1,dataset3
21.0,96.0,81.0,60.53,65.99,1,1,1,21,0,1,0,,,,,,,1,1,dataset3
21.0,96.0,55.0,64.1,64.09,1,1,1,21,1,1,0,,,,,,,1,1,dataset3
21.0,96.0,81.0,60.2,65.0,1,1,1,21,0,2,1,,,,,,,1,1,dataset3
21.0,96.0,55.0,62.47,66.19,1,1,1,21,1,2,1,,,,,,,1,1,dataset3
28.0,61.0,51.0,92.38,94.15,0,1,1,20,1,2,2,,,,,,,3,0,dataset3
28.0,61.0,51.0,90.8,91.96,0,1,1,20,1,1,2,,,,,,,3,0,dataset3
10.0,82.0,71.0,66.41,67.71,0,1,0,23,1,0,1,,,,,,,1,1,dataset3
10.0,82.0,65.0,90.14,91.4,0,1,0,26,0,0,1,,,,,,,3,0,dataset3
21.0,91.0,95.0,45.8,42.31,0,1,0,20,1,1,1,,,,,,,0,1,dataset3
21.0,91.0,86.0,89.2,91.75,0,1,0,26,2,1,1,,,,,,,3,0,dataset3
21.0,91.0,93.0,93.0,94.35,0,1,0,19,1,1,1,,,,,,,3,0,dataset3
21.0,91.0,95.0,41.63,46.94,0,1,0,20,1,1,1,,,,,,,0,1,dataset3
21.0,91.0,86.0,91.82,90.87,0,1,0,26,2,1,1,,,,,,,3,0,dataset3
21.0,91.0,93.0,96.24,93.37,0,1,0,19,1,1,1,,,,,,,3,0,dataset3
21.0,91.0,95.0,41.19,43.29,0,1,0,20,1,2,1,,,,,,,0,1,dataset3
21.0,91.0,86.0,93.62,91.92,0,1,0,26,2,2,1,,,,,,,3,0,dataset3
21.0,91.0,93.0,92.31,92.46,0,1,0,19,1,2,1,,,,,,,3,0,dataset3
21.0,91.0,95.0,44.25,44.62,1,1,0,20,1,1,2,,,,,,,0,1,dataset3
21.0,91.0,86.0,92.25,93.59,1,1,0,26,2,1,2,,,,,,,3,0,dataset3
21.0,91.0,93.0,97.23,97.1,1,1,0,19,1,1,2,,,,,,,3,0,dataset3
21.0,91.0,95.0,45.28,41.41,1,1,0,20,1,1,2,,,,,,,0,1,dataset3
21.0,91.0,86.0,92.81,93.96,1,1,0,26,2,1,2,,,,,,,3,0,dataset3
21.0,91.0,93.0,94.04,96.19,1,1,0,19,1,1,2,,,,,,,3,0,dataset3
21.0,91.0,95.0,45.89,41.97,1,1,0,20,1,1,2,,,,,,,0,1,dataset3
21.0,91.0,86.0,88.48,88.07,1,1,0,26,2,1,2,,,,,,,3,0,dataset3
21.0,91.0,93.0,97.37,93.03,1,1,0,19,1,1,2,,,,,,,3,0,dataset3
21.0,91.0,95.0,44.29,46.03,1,1,0,20,1,2,1,,,,,,,0,1,dataset3
21.0,91.0,86.0,92.9,88.13,1,1,0,26,2,2,1,,,,,,,3,0,dataset3
21.0,91.0,93.0,94.71,93.4,1,1,0,19,1,2,1,,,,,,,3,0,dataset3
21.0,91.0,95.0,44.86,45.54,0,1,0,20,1,1,0,,,,,,,0,1,dataset3
21.0,91.0,86.0,91.16,91.52,0,1,0,26,2,1,0,,,,,,,3,0,dataset3
21.0,91.0,93.0,96.39,96.7,0,1,0,19,1,1,0,,,,,,,3,0,dataset3
21.0,91.0,95.0,41.49,45.48,1,1,0,20,1,2,0,,,,,,,0,1,dataset3
21.0,91.0,86.0,88.36,88.3,1,1,0,26,2,2,0,,,,,,,3,0,dataset3
21.0,91.0,93.0,93.48,97.36,1,1,0,19,1,2,0,,,,,,,3,0,dataset3
21.0,91.0,95.0,41.96,42.36,1,1,0,20,1,2,0,,,,,,,0,1,dataset3
21.0,91.0,86.0,93.23,91.32,1,1,0,26,2,2,0,,,,,,,3,0,dataset3
21.0,91.0,93.0,93.32,95.87,1,1,0,19,1,2,0,,,,,,,3,0,dataset3
22.0,82.0,93.0,72.86,68.01,0,1,0,26,0,1,1,,,,,,,2,0,dataset3
22.0,82.0,97.0,85.02,88.86,0,1,0,21,2,1,1,,,,,,,3,0,dataset3
22.0,82.0,93.0,68.09,69.93,1,1,0,26,0,1,0,,,,,,,2,0,dataset3
22.0,82.0,97.0,87.74,83.35,1,1,0,21,2,1,0,,,,,,,3,0,dataset3
22.0,82.0,93.0,70.95,72.62,1,1,0,26,0,1,2,,,,,,,2,0,dataset3
22.0,82.0,97.0,85.99,86.52,1,1,0,21,2,1,2,,,,,,,3,0,dataset3
22.0,82.0,93.0,70.33,71.2,0,1,0,26,0,1,0,,,,,,,2,0,dataset3
22.0,82.0,97.0,87.32,86.15,0,1,0,21,2,1,0,,,,,,,3,0,dataset3
22.0,82.0,93.0,68.37,72.01,0,0,0,26,0,2,1,,,,,,,2,0,dataset3
22.0,82.0,97.0,88.98,83.2,0,0,0,21,2,2,1,,,,,,,3,0,dataset3
25.0,73.0,82.0,47.85,43.61,0,0,0,25,2,2,2,,,,,,,0,1,dataset3
25.0,73.0,81.0,62.9,61.82,0,0,0,27,2,2,2,,,,,,,1,1,dataset3
25.0,73.0,57.0,52.2,51.46,0,0,0,19,0,2,2,,,,,,,0,1,dataset3
25.0,73.0,82.0,46.08,46.24,0,1,0,25,2,0,1,,,,,,,0,1,dataset3
25.0,73.0,81.0,59.43,61.36,0,1,0,27,2,0,1,,,,,,,1,1,dataset3
25.0,73.0,57.0,51.18,52.64,0,1,0,19,0,0,1,,,,,,,0,1,dataset3
25.0,73.0,82.0,43.55,42.02,1,1,0,25,2,1,0,,,,,,,0,1,dataset3
25.0,73.0,81.0,61.78,63.32,1,1,0,27,2,1,0,,,,,,,1,1,dataset3
25.0,73.0,57.0,56.21,56.0,1,1,0,19,0,1,0,,,,,,,0,1,dataset3
25.0,73.0,82.0,46.36,44.37,1,1,0,25,2,1,1,,,,,,,0,1,dataset3
25.0,73.0,81.0,63.46,62.39,1,1,0,27,2,1,1,,,,,,,1,1,dataset3
25.0,73.0,57.0,53.55,52.37,1,1,0,19,0,1,1,,,,,,,0,1,dataset3
25.0,73.0,82.0,44.08,45.73,1,1,0,25,2,1,0,,,,,,,0,1,dataset3
25.0,73.0,81.0,61.23,59.07,1,1,0,27,2,1,0,,,,,,,1,1,dataset3
25.0,73.0,57.0,56.93,53.93,1,1,0,19,0,1,0,,,,,,,0,1,dataset3
25.0,73.0,82.0,42.24,45.87,1,1,0,25,2,1,1,,,,,,,0,1,dataset3
25.0,73.0,81.0,64.2,64.51,1,1,0,27,2,1,1,,,,,,,1,1,dataset3
25.0,73.0,57.0,54.47,53.29,1,1,0,19,0,1,1,,,,,,,0,1,dataset3
25.0,73.0,82.0,44.63,46.59,1,1,0,25,2,2,1,,,,,,,0,1,dataset3
25.0,73.0,81.0,63.35,62.59,1,1,0,27,2,2,1,,,,,,,1,1,dataset3
25.0,73.0,57.0,53.92,56.56,1,1,0,19,0,2,1,,,,,,,0,1,dataset3
25.0,73.0,82.0,47.24,44.39,1,1,0,25,2,1,1,,,,,,,0,1,dataset3
25.0,73.0,81.0,64.4,60.91,1,1,0,27,2,1,1,,,,,,,1,1,dataset3
25.0,73.0,57.0,53.53,56.32,1,1,0,19,0,1,1,,,,,,,0,1,dataset3
25.0,73.0,82.0,43.66,42.3,0,1,0,25,2,1,2,,,,,,,0,1,dataset3
25.0,73.0,81.0,62.55,59.82,0,1,0,27,2,1,2,,,,,,,1,1,dataset3
25.0,73.0,57.0,56.47,51.49,0,1,0,19,0,1,2,,,,,,,0,1,dataset3
23.0,79.0,98.0,59.26,63.06,1,1,0,29,2,2,0,,,,,,,1,1,dataset3
23.0,79.0,57.0,54.74,51.06,1,1,0,18,1,2,0,,,,,,,0,1,dataset3
23.0,79.0,98.0,97.79,99.17,1,1,0,21,2,2,0,,,,,,,3,0,dataset3
23.0,79.0,51.0,43.4,41.71,1,1,0,23,1,2,0,,,,,,,0,1,dataset3
23.0,79.0,98.0,58.79,58.02,0,1,0,29,2,1,1,,,,,,,1,1,dataset3
23.0,79.0,57.0,55.29,53.41,0,1,0,18,1,1,1,,,,,,,0,1,dataset3
23.0,79.0,98.0,99.45,95.12,0,1,0,21,2,1,1,,,,,,,3,0,dataset3
23.0,79.0,51.0,40.08,42.75,0,1,0,23,1,1,1,,,,,,,0,1,dataset3
23.0,79.0,98.0,59.43,62.08,1,1,0,29,2,1,1,,,,,,,1,1,dataset3
23.0,79.0,57.0,56.83,53.93,1,1,0,18,1,1,1,,,,,,,0,1,dataset3
23.0,79.0,98.0,95.09,94.24,1,1,0,21,2,1,1,,,,,,,3,0,dataset3
23.0,79.0,51.0,44.13,42.94,1,1,0,23,1,1,1,,,,,,,0,1,dataset3
23.0,79.0,98.0,60.95,63.05,1,1,0,29,2,1,1,,,,,,,1,1,dataset3
23.0,79.0,57.0,52.48,55.32,1,1,0,18,1,1,1,,,,,,,0,1,dataset3
23.0,79.0,98.0,99.22,98.98,1,1,0,21,2,1,1,,,,,,,3,0,dataset3
23.0,79.0,51.0,41.67,40.2,1,1,0,23,1,1,1,,,,,,,0,1,dataset3
23.0,79.0,98.0,61.09,63.33,1,1,0,29,2,0,0,,,,,,,1,1,dataset3
23.0,79.0,57.0,53.16,52.93,1,1,0,18,1,0,0,,,,,,,0,1,dataset3
23.0,79.0,98.0,97.56,94.08,1,1,0,21,2,0,0,,,,,,,3,0,dataset3
23.0,79.0,51.0,40.0,44.06,1,1,0,23,1,0,0,,,,,,,0,1,dataset3
22.0,95.0,67.0,48.35,51.65,1,1,0,26,2,2,1,,,,,,,0,1,dataset3
22.0,95.0,64.0,42.82,40.93,1,1,0,21,1,2,1,,,,,,,0,1,dataset3
22.0,95.0,56.0,70.55,70.39,1,1,0,22,2,2,1,,,,,,,2,0,dataset3
22.0,95.0,98.0,92.94,90.51,1,1,0,24,0,2,1,,,,,,,3,0,dataset3
22.0,95.0,98.0,62.95,63.8,1,1,0,21,2,2,1,,,,,,,1,1,dataset3
22.0,95.0,67.0,50.64,51.39,1,0,0,26,2,0,1,,,,,,,0,1,dataset3
22.0,95.0,64.0,40.0,40.0,1,0,0,21,1,0,1,,,,,,,0,1,dataset3
22.0,95.0,56.0,74.82,73.96,1,0,0,22,2,0,1,,,,,,,2,0,dataset3
22.0,95.0,98.0,91.72,90.75,1,0,0,24,0,0,1,,,,,,,3,0,dataset3
22.0,95.0,98.0,62.42,65.85,1,0,0,21,2,0,1,,,,,,,1,1,dataset3
22.0,95.0,67.0,46.44,51.52,0,1,0,26,2,0,1,,,,,,,0,1,dataset3
22.0,95.0,64.0,40.0,40.0,0,1,0,21,1,0,1,,,,,,,0,1,dataset3
22.0,95.0,56.0,72.12,71.19,0,1,0,22,2,0,1,,,,,,,2,0,dataset3
22.0,95.0,98.0,91.02,93.81,0,1,0,24,0,0,1,,,,,,,3,0,dataset3
22.0,95.0,98.0,65.97,64.18,0,1,0,21,2,0,1,,,,,,,1,1,dataset3
22.0,83.0,73.0,43.59,45.11,1,1,0,22,0,2,1,,,,,,,0,1,dataset3
22.0,83.0,71.0,62.49,64.74,1,1,0,20,2,2,1,,,,,,,1,1,dataset3
22.0,83.0,66.0,87.7,84.92,1,1,0,20,2,2,1,,,,,,,3,0,dataset3
22.0,83.0,73.0,45.24,46.07,1,0,0,22,0,1,0,,,,,,,0,1,dataset3
22.0,83.0,71.0,62.0,62.17,1,0,0,20,2,1,0,,,,,,,1,1,dataset3
22.0,83.0,66.0,85.01,89.59,1,0,0,20,2,1,0,,,,,,,3,0,dataset3
22.0,83.0,73.0,41.22,42.5,0,0,0,22,0,2,1,,,,,,,0,1,dataset3
22.0,83.0,71.0,65.42,65.4,0,0,0,20,2,2,1,,,,,,,1,1,dataset3
22.0,83.0,66.0,87.98,85.71,0,0,0,20,2,2,1,,,,,,,3,0,dataset3
22.0,83.0,73.0,43.85,42.91,1,0,0,22,0,2,1,,,,,,,0,1,dataset3
22.0,83.0,71.0,66.07,62.86,1,0,0,20,2,2,1,,,,,,,1,1,dataset3
